weight,height,color,no_of_wheels,vehicle_type
1628,134,blue,4,bike
2822,165,blue,4,car
1209,188,green,4,bike
1585,182,green,4,car
1037,114,blue,4,bike
1042,160,green,2,car
1734,193,blue,2,bike
1033,144,green,2,bike
1287,162,green,2,bike
1473,161,blue,4,bike
2376,151,blue,4,car
1183,116,red,4,bike
1233,154,red,2,car
1245,119,green,2,car
1451,134,green,2,bike
2609,167,blue,2,bike
2573,172,green,2,bike
1298,139,red,4,bike
2886,166,red,2,car
2100,199,green,4,bike
2239,150,blue,2,car
2195,109,red,4,car
1570,155,blue,2,bike
2796,118,blue,4,car
2426,164,red,4,car
1585,103,blue,2,bike
1349,129,green,2,bike
1584,174,green,4,car
2417,172,red,4,bike
2538,178,red,2,bike
2846,173,green,2,car
2935,178,red,4,bike
2339,124,green,2,bike
1122,113,green,2,bike
2832,170,blue,4,car
1003,159,green,4,bike
1022,114,blue,4,bike
2877,102,red,2,bike
1183,143,red,2,car
2571,100,red,4,car
1295,171,red,4,car
2702,127,red,2,bike
1634,191,red,2,bike
2219,158,red,2,bike
2881,187,red,2,bike
2702,158,red,4,bike
1940,119,green,2,bike
1772,155,green,2,car
1322,120,green,4,bike
1292,142,red,2,bike
1863,190,green,4,car
2680,200,green,4,car
1736,176,red,2,car
1634,144,red,4,car
1529,127,red,4,bike
2359,121,red,4,car
2368,193,blue,2,car
1848,108,blue,2,bike
1643,175,green,4,car
1081,169,green,4,bike
2198,179,green,2,car
2310,163,blue,4,bike
1583,176,red,4,bike
1078,145,red,2,bike
2468,178,green,2,bike
2815,100,blue,2,bike
1371,192,green,2,car
2101,133,green,2,car
1058,143,green,4,bike
1449,104,green,2,car
1273,164,red,4,car
2919,146,blue,4,bike
1812,131,green,2,car
1085,173,red,2,bike
2242,149,blue,4,car
2535,163,red,2,car
2403,125,red,4,car
1526,168,blue,4,car
1845,155,green,4,car
2264,167,red,2,bike
1978,154,red,4,bike
1198,129,blue,4,bike
1503,158,red,4,car
2770,108,blue,4,bike
1458,104,red,4,bike
2470,195,blue,2,car
1277,151,green,2,bike
1659,137,green,2,bike
2611,112,red,2,bike
2384,148,green,4,bike
1663,186,red,2,bike
1572,156,blue,4,car
2892,183,blue,4,car
1871,147,blue,4,bike
2734,112,blue,2,bike
1169,178,blue,2,bike
1141,112,green,2,car
1916,113,blue,2,bike
1683,176,red,2,car
1659,180,red,4,car
2016,155,green,2,bike
1458,109,blue,2,bike
2076,181,blue,2,car
1202,124,green,2,bike
1565,125,blue,4,bike
1149,156,blue,2,bike
2401,196,blue,4,car
1448,128,blue,2,car
2081,150,green,4,bike
1029,162,red,2,car
2112,132,green,2,car
2176,121,red,4,bike
1044,199,green,4,car
2562,137,red,2,bike
2800,179,blue,2,car
1947,200,green,2,bike
1451,113,red,4,bike
2327,161,green,4,car
1677,146,green,4,car
2274,101,green,4,bike
1496,151,blue,2,bike
1109,142,red,4,bike
1981,120,blue,2,bike
1776,137,green,2,bike
2943,160,green,4,bike
1911,120,green,2,car
2931,175,green,2,bike
2517,124,red,2,car
1364,106,red,4,car
2742,198,blue,4,car
2566,197,blue,2,car
2476,141,green,2,car
2173,147,red,2,bike
1376,116,blue,4,bike
1425,102,red,4,bike
2429,175,red,2,car
1069,108,blue,2,car
1232,151,red,2,car
1047,133,blue,2,car
1515,140,green,4,car
1985,121,red,2,car
2590,152,red,2,bike
1448,183,green,2,bike
2120,171,blue,2,car
2036,143,green,2,bike
2185,112,green,2,car
1195,137,green,2,car
1692,150,green,2,car
2107,142,green,2,bike
2625,189,blue,2,car
2591,159,green,4,bike
2491,188,red,4,bike
1799,121,green,2,car
2144,118,blue,2,bike
2047,192,red,4,bike
2539,158,green,4,bike
1581,182,red,2,car
1847,143,green,4,car
1525,176,green,4,bike
2308,179,red,2,car
1193,103,green,2,car
2120,116,blue,4,car
2605,143,blue,2,car
2502,165,green,2,car
2660,170,red,2,car
2713,105,green,4,bike
2305,158,green,2,bike
2997,103,red,2,car
1167,156,red,2,car
2756,126,green,4,car
1973,132,blue,2,car
2758,113,blue,4,bike
1040,165,blue,4,bike
1293,166,green,4,bike
2825,172,blue,4,car
2139,179,blue,2,bike
2749,134,blue,4,car
1826,167,blue,2,bike
2041,180,red,2,bike
2365,109,green,4,car
1611,192,green,4,bike
1703,154,green,2,bike
2307,174,green,2,car
1607,137,blue,4,bike
1359,191,red,2,car
1816,156,blue,2,bike
2756,167,green,4,car
2194,132,blue,4,bike
1079,159,green,4,car
1799,108,blue,4,bike
1362,147,green,2,car
2731,119,green,4,bike
2993,189,green,4,car
2950,123,green,4,car
2926,136,green,4,car
2208,188,red,4,bike
2042,147,blue,2,bike
1893,133,red,2,car
2985,154,green,2,car
2513,152,red,4,car
2147,144,red,2,bike
1594,107,red,4,car
1057,129,red,2,bike
1626,199,green,4,car
1717,113,green,4,bike
1295,161,green,4,car
1807,117,green,4,car
2816,199,green,2,car
1832,115,red,2,car
1519,123,green,2,bike
2481,177,blue,2,car
1361,175,red,4,bike
2046,158,red,2,car
2214,130,red,4,car
1501,159,green,2,bike
2662,117,green,2,car
1494,189,green,2,bike
1953,108,red,2,car
1806,118,green,2,car
1326,200,red,4,bike
2842,167,blue,2,car
1840,147,red,4,car
1470,172,green,4,bike
1205,195,green,4,bike
2832,200,red,4,car
2901,133,blue,2,bike
1915,128,red,4,bike
1649,139,red,2,car
1602,132,blue,2,bike
2683,129,blue,2,car
1433,128,red,2,bike
1580,101,green,2,bike
1295,123,green,4,car
2091,141,blue,4,bike
2686,141,blue,4,bike
2857,146,blue,4,bike
1248,115,green,2,bike
2953,160,red,4,car
2922,192,blue,4,bike
2085,132,blue,2,car
1222,119,blue,4,car
1934,185,blue,2,bike
1176,144,green,2,bike
2356,176,blue,4,car
2985,111,green,4,car
2412,109,blue,4,car
2632,111,red,2,bike
1701,160,green,4,car
2822,149,green,4,bike
2056,181,blue,4,bike
2408,170,green,2,car
2528,114,green,2,bike
2168,199,green,4,bike
1197,157,green,2,car
1764,131,red,2,bike
2300,106,red,2,car
2718,188,red,4,car
2399,197,blue,4,car
1566,165,blue,4,bike
2810,161,blue,4,bike
2577,104,red,4,bike
2373,168,blue,2,bike
1922,128,green,2,bike
2786,166,blue,4,car
2771,111,red,4,bike
1294,117,blue,2,bike
1432,138,blue,4,bike
2925,188,red,2,car
1029,171,blue,2,bike
2723,163,green,2,car
2771,101,red,2,bike
1749,141,blue,2,bike
2127,133,green,2,car
1883,141,blue,2,bike
2429,116,blue,4,bike
1267,175,blue,2,car
1540,155,red,4,bike
2951,130,red,4,bike
1465,132,red,4,bike
2179,153,red,4,car
2931,123,red,2,bike
2408,109,red,4,bike
1829,178,red,4,car
2538,154,blue,4,bike
2331,134,green,2,bike
2325,105,blue,4,car
2017,185,green,4,car
1772,128,red,2,bike
1390,103,green,2,bike
1579,150,green,4,car
1204,104,red,2,car
2687,164,red,4,bike
2752,144,blue,4,car
2402,189,green,2,car
1209,132,blue,2,car
2174,147,blue,4,bike
2166,172,green,4,bike
1977,184,green,2,car
2892,104,blue,2,car
2897,135,green,4,car
2384,165,green,2,bike
1377,104,green,2,car
1622,101,red,4,bike
2198,101,green,4,bike
1786,197,blue,2,car
1630,192,red,2,bike
2070,196,green,2,car
2973,151,green,4,car
1158,152,green,4,bike
1960,140,red,4,bike
1240,120,red,4,bike
1536,155,red,2,car
2024,105,green,2,bike
1794,187,red,2,bike
2106,178,blue,2,bike
1185,123,green,4,bike
2871,165,red,4,car
1898,129,blue,4,car
1999,191,red,2,bike
1424,193,red,2,car
1573,200,blue,2,car
1027,114,green,4,car
2700,153,blue,2,car
2502,153,green,4,bike
2003,168,blue,4,car
2061,155,green,4,bike
1700,178,blue,2,car
2374,123,red,2,car
1610,180,red,2,car
1546,178,blue,4,bike
1037,154,red,2,bike
1279,175,blue,4,bike
1467,118,green,4,car
2614,165,red,2,car
1146,173,blue,2,bike
2006,157,green,2,car
2143,151,green,2,bike
2522,155,green,2,bike
1154,143,red,4,car
2876,189,red,4,car
1591,179,red,4,car
2497,126,green,2,bike
2014,171,blue,2,car
1938,197,green,2,car
1064,179,green,4,car
1304,140,green,2,car
2703,138,green,4,car
2861,136,red,4,bike
1291,120,green,2,car
2967,108,green,2,car
1514,188,red,4,car
1744,121,green,2,car
2812,198,blue,4,bike
1998,136,green,4,car
1536,111,blue,4,car
2471,185,green,2,bike
2088,146,blue,4,car
2273,153,red,2,car
2845,117,green,2,car
2200,179,green,2,car
2877,132,red,2,car
2305,100,green,4,bike
1368,160,green,2,bike
2384,177,green,4,bike
2207,136,red,2,car
1121,144,blue,2,car
2001,152,red,2,bike
1357,151,blue,4,car
2096,156,blue,4,car
1936,110,blue,2,car
2028,129,red,4,bike
1692,140,red,4,bike
2640,199,green,4,car
1821,157,red,4,bike
1991,189,green,2,car
2345,123,green,2,bike
2090,164,green,2,bike
1570,113,green,2,car
1616,131,green,4,car
2228,140,red,4,bike
2060,143,blue,4,bike
1875,124,blue,2,car
1528,181,blue,4,car
2714,119,blue,2,bike
2283,177,blue,2,bike
2955,181,blue,2,car
1706,105,red,2,bike
1551,134,red,2,bike
1278,173,blue,4,bike
1515,111,green,4,bike
2717,108,blue,2,bike
2392,105,blue,2,bike
2912,153,green,4,bike
2791,102,blue,2,car
2793,123,green,4,car
2858,117,blue,2,car
2924,110,green,4,car
1743,137,red,2,bike
2331,157,green,4,bike
2842,144,blue,2,car
1731,164,red,2,bike
2101,103,red,4,bike
1172,132,red,2,bike
1775,103,green,4,car
1147,100,green,4,car
1158,121,green,2,car
1587,121,blue,4,bike
1001,116,blue,2,bike
1090,171,blue,2,car
1776,196,blue,2,car
2360,179,red,4,bike
1861,178,red,4,bike
1957,143,red,4,car
1248,186,red,4,car
2240,129,green,4,bike
2014,147,blue,4,car
2115,139,red,4,bike
1745,162,red,4,bike
1159,144,blue,2,car
2262,192,green,2,bike
2602,135,green,4,car
2554,119,green,2,bike
2118,120,green,4,car
1024,185,blue,4,car
2130,157,red,4,car
2991,199,blue,4,bike
1583,124,blue,4,bike
2894,131,red,2,car
2983,181,green,4,car
2816,154,blue,2,car
2716,127,red,4,car
1139,199,red,2,car
2745,148,red,4,car
2320,119,blue,4,bike
1609,147,green,2,bike
2094,182,blue,2,bike
2540,107,blue,4,bike
2827,109,blue,4,car
2680,172,blue,4,car
1102,111,blue,4,car
1347,176,blue,4,car
2313,159,red,2,car
1522,124,green,2,car
2157,195,green,2,bike
2144,168,red,2,car
2956,166,blue,4,car
2534,120,green,2,bike
2999,127,green,2,car
2523,150,blue,2,car
1275,111,red,4,bike
2010,189,blue,2,bike
1406,175,blue,2,bike
1611,182,blue,4,bike
2421,125,red,2,bike
2796,172,green,4,bike
2972,153,green,2,car
1049,194,green,2,bike
1362,181,blue,2,bike
1603,139,blue,4,car
2245,122,red,4,car
1341,161,blue,4,car
2277,149,red,2,bike
2582,178,blue,2,bike
2144,164,green,4,car
2211,171,blue,2,car
1046,108,blue,4,car
2264,109,red,2,bike
2671,192,green,4,bike
2077,200,red,4,bike
1406,137,blue,2,bike
1075,133,green,4,car
2563,140,blue,2,bike
1433,122,red,2,bike
1052,186,green,4,car
1699,123,blue,2,bike
1933,195,blue,4,bike
2937,133,red,4,car
1065,129,red,4,bike
2704,153,blue,2,car
1643,195,green,2,car
1988,152,red,4,car
2961,122,red,2,car
2447,114,blue,2,bike
2847,165,red,4,car
2173,153,red,4,car
1776,100,blue,2,bike
1915,124,red,2,car
1176,152,green,4,bike
2338,106,green,2,bike
2006,184,red,4,car
1749,148,green,2,bike
2519,191,green,4,car
2936,185,red,2,car
1814,134,blue,2,car
1144,197,red,4,car
2866,183,green,2,car
1603,177,red,2,car
2970,187,red,2,car
1739,177,green,2,bike
1709,166,green,4,bike
1718,146,green,2,car
1747,133,green,2,car
1095,128,green,4,bike
2385,158,red,4,bike
2856,118,red,4,car
2634,160,red,4,car
2955,116,blue,4,car
1347,127,green,4,car
1716,107,green,2,car
1395,121,red,2,bike
2823,134,red,4,car
1951,125,green,2,bike
2170,168,blue,4,car
2599,100,green,4,car
2780,123,red,2,bike
2309,156,green,2,bike
2888,147,red,4,car
1280,135,blue,4,car
2067,177,blue,2,bike
1066,116,green,2,bike
1274,122,green,2,bike
2740,198,red,2,bike
1865,117,red,2,car
1022,106,blue,2,bike
2232,108,green,4,car
1783,155,red,4,bike
2587,115,red,4,bike
2942,129,blue,2,car
1007,179,green,4,bike
1132,138,green,2,car
2214,116,red,2,car
2009,138,blue,2,car
2769,114,red,4,car
2855,154,green,4,car
1408,132,red,2,bike
2973,128,red,2,bike
2511,197,red,2,car
2409,138,red,2,bike
2513,139,blue,4,car
2426,121,blue,4,car
1179,113,green,4,bike
2242,111,red,2,car
1004,162,red,4,car
2105,157,green,2,car
2558,160,red,4,bike
2999,120,blue,4,car
2556,172,blue,2,bike
1598,112,red,2,bike
1097,150,green,2,bike
1942,107,green,4,bike
1900,116,green,2,bike
1023,140,blue,4,car
1668,190,blue,2,car
2550,117,green,2,car
1483,143,red,4,bike
1650,118,red,2,car
2337,117,red,2,bike
1490,110,red,2,car
1782,197,green,2,car
1924,159,red,2,car
1050,161,blue,2,car
2357,109,blue,4,car
2611,133,blue,4,bike
2277,189,red,2,car
1231,105,green,4,bike
1433,137,red,2,bike
2848,109,blue,2,car
1771,132,red,2,bike
1962,166,blue,2,car
2965,141,green,4,car
1181,185,red,4,car
1388,135,green,4,bike
2944,183,blue,2,car
2206,132,red,4,bike
1282,116,green,2,car
1900,183,green,4,bike
2341,153,green,4,bike
2261,185,blue,4,car
1989,156,red,2,car
2943,185,green,4,car
1438,156,red,2,car
2144,149,red,4,bike
2318,138,blue,2,car
2412,172,blue,4,bike
1467,138,blue,4,bike
2145,176,red,2,bike
2169,193,red,2,bike
2174,189,red,4,bike
2146,173,blue,2,bike
1388,140,red,4,bike
1578,197,green,4,car
2720,120,red,4,bike
1892,181,green,2,car
2728,134,red,2,bike
1724,131,red,2,car
2454,113,red,2,bike
2913,119,blue,2,bike
1382,193,blue,2,bike
2192,129,red,2,car
1736,103,blue,4,bike
2749,130,red,2,bike
1216,193,red,4,bike
1936,197,red,2,bike
2407,161,red,2,bike
2513,144,green,4,bike
2426,198,green,4,car
1866,171,red,2,car
2968,194,blue,4,car
2488,128,green,2,bike
2222,127,green,4,bike
1834,110,blue,2,car
2581,109,red,2,car
1287,196,red,4,bike
2098,119,blue,4,car
2930,166,red,2,car
2249,109,red,4,bike
1381,158,green,2,bike
2030,180,red,4,bike
1279,166,red,4,bike
2609,162,red,2,bike
1048,145,green,2,car
1456,195,green,2,car
1185,145,blue,2,car
1878,109,blue,4,car
2664,150,red,2,bike
1569,171,red,2,car
1901,166,green,2,bike
1121,118,green,4,car
1482,140,blue,2,car
1588,180,green,2,bike
2170,136,red,2,bike
1381,137,blue,2,bike
2688,174,red,2,bike
1830,146,green,2,car
1065,169,red,2,bike
1949,197,red,4,car
1344,160,red,2,bike
1344,150,green,2,car
2078,199,green,4,car
2350,158,green,4,car
1381,195,red,4,car
2710,182,green,2,car
1087,197,red,4,bike
1193,155,green,4,bike
1323,198,red,2,car
2356,150,blue,2,bike
1918,131,green,2,car
1533,105,blue,2,bike
2790,186,blue,2,car
2638,196,blue,2,bike
2552,107,blue,4,car
2161,141,red,4,car
2641,162,red,2,bike
2177,189,blue,2,bike
1979,197,blue,2,car
2182,196,green,4,car
1325,121,green,2,bike
2257,143,green,2,car
2371,191,blue,2,bike
2243,150,blue,2,car
2642,175,blue,4,car
2733,173,green,2,car
2854,137,blue,4,bike
1956,175,blue,2,car
2016,154,red,2,car
2146,120,red,2,bike
1839,196,green,4,car
1662,130,blue,4,bike
1760,185,green,2,bike
1611,145,green,4,bike
2666,184,blue,4,car
1001,176,red,4,car
2356,106,blue,4,car
2285,147,green,4,bike
2334,119,green,2,bike
2108,194,green,4,bike
2614,181,blue,4,bike
2224,153,red,4,car
1151,180,green,2,bike
2842,123,green,4,bike
2123,194,blue,2,bike
1963,190,green,2,car
1975,189,red,2,car
1358,108,blue,4,bike
1022,138,red,2,bike
2857,152,blue,4,car
1365,136,green,4,bike
1204,120,green,2,bike
2531,118,green,4,bike
1216,180,blue,2,car
1751,192,green,4,car
2270,144,red,2,car
1989,150,green,2,car
2902,152,green,4,car
1164,163,red,4,car
2607,156,blue,4,car
1204,195,green,4,car
2496,152,red,2,bike
1193,119,blue,2,bike
2271,118,green,4,car
2058,199,red,2,bike
1024,137,blue,2,bike
2919,200,red,4,car
1008,160,green,2,bike
2658,117,green,4,bike
1221,199,red,4,bike
1191,155,green,4,bike
1461,138,green,2,bike
1857,136,blue,2,bike
2708,133,blue,2,car
1779,102,red,4,car
1751,190,blue,2,bike
2953,130,green,2,bike
1407,126,red,4,bike
1535,168,red,2,bike
2699,157,blue,2,car
1328,114,red,4,bike
1438,164,red,4,bike
2880,199,red,2,bike
1578,169,red,2,bike
1863,193,blue,4,bike
2878,197,red,4,bike
1343,101,red,4,car
1668,121,red,2,car
2359,129,red,4,bike
1624,162,green,4,bike
2590,113,red,4,bike
2075,107,blue,2,car
2725,130,blue,2,bike
2111,146,green,2,bike
2006,135,green,2,bike
2747,121,red,2,car
1904,160,red,2,car
2455,189,blue,2,bike
1020,139,red,4,car
1574,144,blue,4,bike
1761,184,green,2,car
1756,200,blue,2,car
1965,110,red,4,car
1355,133,green,2,bike
1800,194,red,4,car
2818,126,blue,2,car
1928,157,green,4,bike
2240,191,blue,4,car
1427,121,green,4,car
1648,198,blue,2,bike
1213,165,red,2,bike
1074,172,red,4,bike
2030,192,red,2,car
1361,108,green,4,car
2658,112,red,2,car
1787,149,green,4,bike
1614,149,blue,2,car
1079,132,blue,2,car
1904,145,green,2,bike
2795,124,green,2,bike
1352,123,blue,2,bike
1158,188,red,2,car
2427,109,green,4,car
2180,167,blue,4,bike
2082,126,red,2,bike
2328,183,blue,2,bike
2275,129,green,4,bike
2566,192,red,4,bike
2377,168,red,4,car
1226,155,red,4,car
1410,109,blue,2,car
1907,168,green,2,car
2067,198,blue,4,bike
2602,160,green,2,bike
2183,143,blue,4,bike
2777,167,green,4,bike
2914,153,blue,2,bike
1697,162,red,4,bike
1752,196,red,2,bike
2529,167,blue,2,bike
2160,160,red,2,bike
1202,133,blue,2,bike
1660,161,red,2,car
1372,200,green,4,car
2537,164,red,2,car
2421,159,red,4,car
2814,109,green,4,car
1619,187,red,2,bike
2919,141,blue,4,car
1113,163,blue,4,bike
1133,191,blue,4,car
1373,177,red,4,bike
1105,112,red,4,bike
2301,190,blue,4,bike
1533,103,blue,4,car
2177,177,green,2,bike
2316,102,blue,2,bike
2503,181,red,2,bike
2341,101,green,2,bike
2272,115,red,2,car
1385,168,red,4,car
1998,131,red,2,bike
2833,135,blue,4,bike
2052,122,green,2,bike
1258,140,blue,2,car
2695,114,red,2,car
1455,184,green,2,bike
1529,174,green,2,car
2391,155,green,4,car
2452,166,red,4,bike
2060,125,green,4,bike
1971,147,green,2,bike
2049,116,red,2,bike
1711,117,blue,4,bike
1231,185,red,2,bike
1972,131,red,4,bike
2028,107,blue,4,bike
1821,138,blue,2,car
2667,106,blue,2,bike
1546,166,blue,2,bike
2444,120,blue,2,bike
1574,174,blue,4,car
1264,140,green,4,car
2220,123,green,2,car
2131,106,green,2,car
1969,185,green,2,car
1902,163,blue,4,car
2914,123,red,4,car
2833,138,red,4,car
1415,139,red,2,bike
1461,192,blue,2,car
1835,180,green,2,bike
2283,181,blue,2,bike
2567,161,blue,2,car
1373,133,red,4,car
2876,191,red,2,bike
1028,143,green,4,car
1484,137,green,4,car
1615,158,blue,2,bike
1342,109,red,4,car
2273,193,blue,2,bike
2559,183,blue,4,bike
1350,199,red,2,bike
2062,114,red,4,car
1033,149,green,4,car
1084,182,blue,2,car
1351,131,red,2,car
1780,139,red,2,bike
2070,132,green,2,bike
1667,178,red,2,bike
2564,176,red,4,car
2058,114,blue,2,bike
2166,180,green,4,bike
1110,200,red,4,car
1199,111,green,4,bike
2569,110,green,4,car
2953,183,red,4,car
1400,172,blue,2,car
2268,194,green,4,bike
1433,200,green,2,bike
2037,184,red,2,bike
2702,138,blue,4,bike
1569,170,blue,2,bike
1575,162,green,4,car
2917,109,red,4,bike
2653,126,green,4,bike
2764,112,red,2,bike
1362,179,blue,4,bike
3000,186,red,2,car
2821,114,blue,4,car
2365,141,blue,2,car
1651,164,green,4,bike
1621,155,green,2,car
1659,106,green,4,car
1975,189,red,2,car
1361,117,red,4,car
1556,195,blue,4,car
1564,124,green,2,bike
2255,194,blue,2,bike
1892,119,red,4,bike
2099,127,blue,4,car
2110,152,red,2,car
1611,185,green,4,car
2402,160,red,2,bike
2266,153,blue,2,bike
1580,189,green,2,bike
1263,108,red,2,bike
2912,160,blue,4,car
2329,193,red,4,car
1004,136,green,2,bike
2110,141,green,4,car
2700,125,red,4,car
2282,153,blue,2,bike
2559,173,blue,4,car
2214,116,green,2,car
1599,162,blue,2,bike
2678,184,red,2,bike
1264,133,green,4,car
1120,171,green,2,car
1687,174,red,4,bike
1049,142,red,2,bike
1769,154,green,2,car
2586,130,blue,2,bike
1870,172,red,4,bike
2857,173,red,4,bike
1380,178,blue,4,bike
1188,112,blue,4,bike
1198,185,red,2,car
2621,142,blue,2,car
2712,150,blue,4,car
2464,149,green,4,bike
1054,140,red,2,bike
2271,189,blue,4,bike
1105,197,blue,2,bike
2422,139,blue,4,car
1371,141,red,4,bike
2501,154,blue,4,bike
2443,180,red,4,car
2587,130,red,2,bike
2237,145,green,2,bike
1418,157,green,4,car
2315,199,blue,2,car
1829,170,blue,2,car
1995,126,green,4,car
1677,129,red,2,bike
2341,199,red,4,car
2466,137,blue,2,bike
1252,130,green,2,bike
2730,122,red,2,bike
2101,151,red,4,car
1482,184,green,4,bike
1455,129,red,4,bike
1241,136,blue,4,bike
1365,187,blue,4,car
2683,172,green,2,car
1639,173,red,2,bike
1217,170,blue,2,car
1028,145,blue,2,bike
1551,123,red,2,car
2959,140,green,4,bike
2954,143,green,4,bike
2397,107,red,2,bike
1832,188,green,4,car
1499,108,green,2,car
2573,126,blue,2,car
2122,149,green,2,car
1527,137,green,2,car
2241,172,green,2,bike
2977,166,red,4,bike
1596,125,green,2,car
2113,175,green,4,bike
2733,191,green,4,car
2300,102,green,2,car
2678,141,red,4,car
2022,145,red,4,bike
1679,150,red,2,car
2828,136,blue,2,car
1804,100,green,4,bike
1311,195,red,4,car
2658,106,green,2,bike
2461,151,green,2,bike
1035,100,blue,2,car
2450,181,blue,2,car
1627,157,blue,4,bike
1989,115,red,2,car
1127,167,blue,4,car
2214,190,blue,4,car
2896,189,red,2,car
2917,174,red,4,car
2214,161,red,2,bike
2503,111,red,2,bike
1237,148,red,4,bike
1305,123,blue,2,bike
2667,158,red,4,bike
1624,102,green,2,car
1271,141,blue,4,car
2614,190,green,4,bike
1548,133,blue,4,car
1803,143,red,4,bike
2891,149,blue,2,bike
1117,117,red,4,car
2663,159,green,4,car
1821,156,blue,2,bike
1790,123,blue,2,bike
2807,110,red,2,car
1321,137,red,4,car
2830,151,green,2,bike
1505,126,blue,4,bike
1497,120,red,4,bike
2356,166,blue,4,car
2094,156,red,4,bike
2175,117,red,2,car
1458,133,blue,2,car
1684,161,green,2,bike
1197,200,red,2,bike
1458,151,blue,2,car
2975,175,blue,2,car
1476,143,blue,4,car
1790,115,red,4,bike
2932,123,green,2,bike
2344,122,blue,4,car
1941,159,green,4,bike
2703,161,blue,4,bike
1610,196,red,4,bike
2533,159,green,4,bike
1537,174,blue,4,car
1580,199,blue,2,bike
2004,181,blue,2,bike
1092,180,blue,2,car
1909,127,green,2,car
1063,157,green,4,car
1570,198,red,2,car
1709,178,blue,2,bike
2469,149,red,2,car
2134,130,green,2,car
2696,193,blue,4,bike
2198,123,blue,4,bike
1649,147,red,2,car
1210,109,blue,4,car
2437,178,green,2,bike
1994,139,red,2,car
1232,133,red,2,bike
2148,143,green,2,bike
2139,154,blue,4,bike
2779,135,blue,4,bike
1319,174,green,4,car
2580,144,green,4,bike
1260,157,green,2,bike
2812,160,green,2,car
2891,156,red,4,car
2113,114,blue,2,car
1561,131,blue,4,bike
2293,164,red,2,bike
2260,152,green,4,bike
2512,115,blue,2,bike
1373,165,green,2,car
1253,109,red,2,bike
1094,185,green,2,car
1009,158,green,4,car
1267,165,red,2,bike
2080,185,green,2,car
2436,200,blue,4,bike
2057,193,green,4,car
1949,180,blue,4,bike
2042,158,green,2,bike
1209,149,red,2,bike
1818,128,red,4,car
2693,120,red,4,bike
2486,195,blue,2,bike
2015,125,blue,4,bike
2724,166,green,2,bike
2197,120,green,2,car
1783,131,red,4,bike
1748,141,blue,4,car
2951,100,red,4,bike
1661,113,blue,2,bike
2716,199,blue,4,bike
2997,129,green,4,car
2860,166,green,4,car
1312,152,blue,2,car
1442,160,green,2,car
2441,162,green,2,bike
2684,174,red,4,car
1034,174,red,4,car
1751,166,green,2,car
1603,179,red,2,bike
2861,125,green,2,bike
2339,183,blue,2,bike
1813,126,blue,2,bike
1778,175,green,2,car
1358,102,green,4,bike
2423,120,red,4,bike
2862,102,red,2,bike
2197,174,blue,4,car
2367,147,green,2,bike
2912,117,green,2,bike
2181,112,red,4,bike
1103,192,blue,4,bike
1293,169,red,2,car
1137,144,red,4,bike
2203,154,blue,2,bike
2023,191,green,4,bike
1844,156,green,2,bike
1884,160,red,4,bike
1421,103,blue,4,car
2255,152,green,4,bike
1493,110,green,2,car
1191,199,red,2,car
2409,126,blue,4,bike
1222,198,blue,4,bike
2416,110,red,4,car
1770,134,green,2,car
2145,109,green,4,car
2906,110,blue,4,car
1791,119,blue,4,car
2517,114,green,2,car
1433,132,green,4,bike
1101,154,green,2,bike
2477,179,blue,4,car
2262,199,blue,2,bike
2208,186,blue,4,car
2942,196,green,2,car
1011,142,blue,4,car
1147,159,blue,2,car
2170,130,green,4,car
2333,101,green,2,bike
1901,122,blue,4,car
2946,180,green,2,car
2037,125,blue,4,car
2322,160,blue,2,bike
1043,120,blue,2,bike
2188,136,red,2,car
2319,149,blue,2,car
1265,104,green,2,bike
2238,199,green,4,car
2664,158,blue,4,car
1067,113,green,4,bike
2636,155,red,2,bike
1069,196,red,2,car
1576,170,blue,4,bike
2002,143,blue,2,car
1098,182,green,4,bike
1491,176,green,4,bike
2138,150,red,2,car
2555,184,green,4,car
2958,113,green,2,bike
1630,181,red,2,car
1378,144,blue,2,car
1063,103,blue,2,bike
2330,139,red,2,bike
1626,150,red,4,bike
2554,133,red,4,bike
1349,184,green,2,car
2247,166,blue,4,car
1146,186,red,4,car
2503,105,blue,4,bike
2526,143,red,2,car
1357,160,red,4,bike
1217,109,green,4,car
2947,175,blue,2,bike
2297,157,red,2,bike
1647,153,blue,4,car
2454,183,blue,2,car
2297,164,red,4,car
2396,167,green,4,car
2327,171,green,4,bike
1174,198,blue,2,car
1045,160,blue,4,car
2829,102,green,4,car
1321,163,blue,4,bike
1389,184,blue,2,car
1081,133,blue,2,bike
2186,200,green,2,car
2643,141,red,2,bike
2239,173,red,4,car
2505,171,blue,4,car
2367,191,red,2,bike
2774,114,green,4,car
2798,166,green,4,bike
2465,189,green,2,bike
1383,146,green,4,car
2071,176,blue,2,car
1212,181,blue,2,car
1828,119,blue,2,car
2634,110,green,4,bike
2412,132,blue,4,bike
2495,173,red,4,car
2172,146,green,4,bike
2196,127,blue,2,car
1589,133,blue,2,car
1111,150,blue,4,car
2053,180,blue,2,car
1381,121,blue,4,bike
2648,148,red,4,bike
2483,159,red,2,car
2953,115,green,2,car
2533,146,red,2,bike
2236,166,blue,4,car
1136,170,blue,4,car
1822,105,red,2,bike
1863,183,green,2,car
1223,114,red,4,car
2368,144,green,4,car
2033,123,green,2,car
1470,174,red,4,bike
